Std_dev of noise: 1.00, accu: 0.60
The dropout rates: 0.20-0.20-0.20-0.50-0.50
Std_dev of noise: 1.00, accu: 0.60
The dropout rates: 0.45-0.63-0.20-0.38-0.29
Std_dev of noise: 1.00, accu: 0.65
The dropout rates: 0.26-0.31-0.41-0.44-0.52
Std_dev of noise: 1.00, accu: 0.72
The dropout rates: 0.45-0.61-0.32-0.73-0.22
Std_dev of noise: 1.00, accu: 0.68
The dropout rates: 0.67-0.77-0.34-0.76-0.35
Std_dev of noise: 1.00, accu: 0.57
The dropout rates: 0.38-0.48-0.55-0.65-0.48
Std_dev of noise: 1.00, accu: 0.62
The dropout rates: 0.51-0.65-0.33-0.74-0.25
Std_dev of noise: 1.00, accu: 0.49
The dropout rates: 0.43-0.76-0.71-0.55-0.33
Std_dev of noise: 1.00, accu: 0.50
The dropout rates: 0.43-0.63-0.31-0.73-0.26
Current iter	 Std_dev of noise	 accu	 dropout rates
9	 1.0	 0.11404602577288946	 0.20-0.20-0.20-0.20-0.20
Current iter	 Std_dev of noise	 accu	 dropout rates
1	 1.0	 0.37300290862719215	 0.20-0.20-0.20-0.50-0.50
2	 1.0	 0.3354797330995401	 0.45-0.63-0.20-0.38-0.29
3	 1.0	 0.3818620989720027	 0.26-0.31-0.41-0.44-0.52
4	 1.0	 0.3088517559071382	 0.45-0.61-0.32-0.73-0.22
5	 1.0	 0.3509757861495018	 0.20-0.20-0.41-0.23-0.80
Iter	 Std_dev	 Accu	 Dropout rates
1	 1.00	 0.37	 0.20-0.20-0.20-0.50-0.50
Iter	 Std_dev	 Accu	 Dropout rates
1	 1.00	 0.26	 1.00-1.00-1.00-1.00-1.00
2	 1.00	 0.30	 0.95-1.50-0.20-0.74-0.46
3	 1.00	 0.35	 0.37-0.54-0.82-0.91-1.17
4	 1.00	 0.27	 0.95-1.43-0.57-1.78-0.25
5	 1.00	 0.19	 1.60-1.91-0.62-1.88-0.66
6	 1.00	 0.25	 0.74-1.03-1.26-1.54-1.05
7	 1.00	 0.36	 0.28-0.42-0.78-0.90-1.19
8	 1.00	 0.29	 0.20-0.34-0.20-0.63-0.30
9	 1.00	 0.29	 0.20-0.72-0.47-0.42-1.80
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.45	 1.00-1.00-1.00-1.00-1.00
2	 1.00	 0.45	 0.95-1.50-0.20-0.74-0.46
3	 1.00	 0.52	 0.37-0.54-0.82-0.91-1.17
4	 1.00	 0.48	 0.95-1.43-0.57-1.78-0.25
5	 1.00	 0.46	 1.60-1.91-0.62-1.88-0.66
6	 1.00	 0.52	 0.74-1.03-1.26-1.54-1.05
7	 1.00	 0.44	 1.53-1.44-0.37-1.41-1.37
8	 1.00	 0.47	 0.90-1.87-1.73-1.26-0.59
9	 1.00	 0.48	 0.35-1.73-1.64-1.44-1.56
10	 1.00	 0.45	 0.62-0.45-1.79-0.21-1.55
11	 1.00	 0.46	 1.19-0.59-1.97-0.97-1.69
12	 1.00	 0.43	 1.39-1.11-0.67-1.32-0.93
13	 1.00	 0.45	 0.45-0.68-1.73-1.01-1.48
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.47	 0.50-0.50-0.50-0.50-0.50
2	 1.00	 0.55	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.54	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.54	 0.54-0.75-0.36-0.90-0.22
5	 1.00	 0.53	 0.82-0.96-0.39-0.95-0.40
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.47	 0.50-0.50-0.50-0.50-0.50
2	 1.00	 0.52	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.54	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.53	 0.54-0.75-0.36-0.90-0.22
5	 1.00	 0.50	 0.82-0.96-0.39-0.95-0.40
6	 1.00	 0.57	 0.44-0.57-0.67-0.79-0.58
7	 1.00	 0.52	 0.79-0.75-0.28-0.74-0.72
8	 1.00	 0.53	 0.51-0.94-0.88-0.67-0.38
9	 1.00	 0.52	 0.26-0.88-0.84-0.75-0.80
10	 1.00	 0.46	 0.39-0.31-0.91-0.20-0.80
11	 1.00	 0.47	 0.64-0.37-0.99-0.54-0.86
12	 1.00	 0.52	 0.73-0.60-0.41-0.70-0.53
13	 1.00	 0.52	 0.31-0.41-0.88-0.56-0.77
14	 1.00	 0.40	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 0.50	 0.92	 0.50-0.50-0.50-0.50-0.50
2	 0.50	 0.92	 0.53-0.78-0.20-0.44-0.32
3	 0.50	 0.92	 0.27-0.35-0.48-0.52-0.63
4	 0.50	 0.92	 0.54-0.75-0.36-0.90-0.22
5	 0.50	 0.93	 0.82-0.96-0.39-0.95-0.40
6	 0.50	 0.94	 0.44-0.57-0.67-0.79-0.58
7	 0.50	 0.94	 0.42-0.58-0.71-0.84-0.58
8	 0.50	 0.95	 0.51-0.94-0.88-0.67-0.38
9	 0.50	 0.95	 0.68-0.93-0.96-0.79-0.69
10	 0.50	 0.88	 0.39-0.31-0.91-0.20-0.80
11	 0.50	 0.93	 0.68-0.93-0.95-0.74-0.67
12	 0.50	 0.94	 0.45-0.58-0.66-0.75-0.54
13	 0.50	 0.93	 0.31-0.41-0.88-0.56-0.77
Iter	 Std	 Accu	 p (generalized DoRates)
1	 0.50	 0.97	 0.50-0.50-0.50-0.50-0.50
2	 0.50	 0.95	 0.53-0.78-0.20-0.44-0.32
3	 0.50	 0.96	 0.27-0.35-0.48-0.52-0.63
4	 0.50	 0.91	 0.54-0.75-0.36-0.90-0.22
5	 0.50	 0.96	 0.48-0.48-0.43-0.22-0.59
6	 0.50	 0.90	 0.44-0.57-0.67-0.79-0.58
7	 0.50	 0.96	 0.43-0.36-0.33-0.41-0.41
8	 0.50	 0.33	 0.51-0.94-0.88-0.67-0.38
9	 0.50	 0.91	 0.76-0.35-0.20-0.87-0.80
10	 0.50	 0.85	 0.39-0.31-0.91-0.20-0.80
11	 0.50	 0.12	 0.64-0.37-0.99-0.54-0.86
12	 0.50	 0.95	 0.73-0.60-0.41-0.70-0.53
13	 0.50	 0.89	 0.31-0.41-0.88-0.56-0.77
14	 0.50	 0.96	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.71	 0.50-0.50-0.50-0.50-0.50
2	 1.00	 0.62	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.64	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.64	 0.54-0.75-0.36-0.90-0.22
5	 1.00	 0.11	 0.82-0.96-0.39-0.95-0.40
6	 1.00	 0.56	 0.44-0.57-0.67-0.79-0.58
7	 1.00	 0.59	 0.38-0.55-0.34-0.55-0.44
8	 1.00	 0.24	 0.51-0.94-0.88-0.67-0.38
9	 1.00	 0.58	 0.59-0.22-0.51-0.55-0.44
10	 1.00	 0.51	 0.39-0.31-0.91-0.20-0.80
11	 1.00	 0.11	 0.64-0.37-0.99-0.54-0.86
12	 1.00	 0.79	 0.73-0.60-0.41-0.70-0.53
13	 1.00	 0.53	 0.31-0.41-0.88-0.56-0.77
14	 1.00	 0.64	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.53	 0.20-0.20-0.20-0.20-0.50
2	 1.00	 0.62	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.64	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.64	 0.54-0.75-0.36-0.90-0.22
5	 1.00	 0.11	 0.82-0.96-0.39-0.95-0.40
6	 1.00	 0.56	 0.44-0.57-0.67-0.79-0.58
7	 1.00	 0.70	 0.79-0.75-0.28-0.74-0.72
8	 1.00	 0.24	 0.51-0.94-0.88-0.67-0.38
9	 1.00	 0.36	 0.26-0.88-0.84-0.75-0.80
10	 1.00	 0.51	 0.39-0.31-0.91-0.20-0.80
11	 1.00	 0.11	 0.64-0.37-0.99-0.54-0.86
12	 1.50	 0.18	 0.73-0.60-0.41-0.70-0.53
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.50	 0.15	 0.20-0.20-0.20-0.20-0.50
2	 1.50	 0.20	 0.53-0.78-0.20-0.44-0.32
3	 1.50	 0.20	 0.27-0.35-0.48-0.52-0.63
4	 1.50	 0.25	 0.54-0.75-0.36-0.90-0.22
5	 1.50	 0.11	 0.60-0.84-0.60-1.00-0.20
6	 1.50	 0.20	 0.44-0.57-0.67-0.79-0.58
7	 1.50	 0.24	 0.79-0.75-0.28-0.74-0.72
8	 1.50	 0.18	 0.51-0.94-0.88-0.67-0.38
9	 1.50	 0.10	 0.26-0.88-0.84-0.75-0.80
10	 1.50	 0.20	 0.39-0.31-0.91-0.20-0.80
11	 1.50	 0.10	 0.64-0.37-0.99-0.54-0.86
12	 1.50	 0.20	 0.73-0.60-0.41-0.70-0.53
13	 1.50	 0.20	 0.31-0.41-0.88-0.56-0.77
14	 1.50	 0.23	 0.58-0.23-0.30-0.76-0.57
<-----------ERM-retrain------------>
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.50	 0.16	 0.20-0.20-0.20-0.20-0.50
2	 1.50	 0.16	 0.53-0.78-0.20-0.44-0.32
3	 1.50	 0.13	 0.27-0.35-0.48-0.52-0.63
4	 1.50	 0.13	 0.54-0.75-0.36-0.90-0.22
5	 1.50	 0.14	 0.82-0.96-0.39-0.95-0.40
6	 1.50	 0.14	 0.44-0.57-0.67-0.79-0.58
7	 1.50	 0.13	 0.56-0.81-0.24-0.44-0.37
8	 1.50	 0.13	 0.51-0.94-0.88-0.67-0.38
9	 1.50	 0.14	 0.26-0.88-0.84-0.75-0.80
10	 1.50	 0.12	 0.39-0.31-0.91-0.20-0.80
11	 1.50	 0.15	 0.64-0.37-0.99-0.54-0.86
12	 1.50	 0.14	 0.73-0.60-0.41-0.70-0.53
13	 1.50	 0.15	 0.31-0.41-0.88-0.56-0.77
14	 1.50	 0.14	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 0.50	 0.82	 0.20-0.20-0.20-0.20-0.50
2	 0.50	 0.89	 0.53-0.78-0.20-0.44-0.32
3	 0.50	 0.87	 0.27-0.35-0.48-0.52-0.63
4	 0.50	 0.89	 0.54-0.75-0.36-0.90-0.22
5	 0.50	 0.91	 0.62-0.94-0.47-0.70-0.47
6	 0.50	 0.89	 0.51-0.77-0.35-0.85-0.25
7	 0.50	 0.88	 1.00-0.96-0.64-0.87-0.44
8	 0.50	 0.88	 0.51-0.94-0.88-0.67-0.38
9	 0.50	 0.91	 0.66-1.00-0.34-0.65-0.75
10	 0.50	 0.88	 0.39-0.31-0.91-0.20-0.80
11	 0.50	 0.88	 0.56-0.74-0.37-0.92-0.26
12	 0.50	 0.88	 0.73-0.60-0.41-0.70-0.53
13	 0.50	 0.89	 0.31-0.41-0.88-0.56-0.77
14	 0.50	 0.83	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.35	 0.20-0.20-0.20-0.20-0.50
2	 1.00	 0.37	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.31	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.35	 0.54-0.75-0.36-0.90-0.22
5	 1.00	 0.38	 0.82-0.96-0.39-0.95-0.40
6	 1.00	 0.32	 0.44-0.57-0.67-0.79-0.58
7	 1.00	 0.34	 0.93-1.00-0.20-0.66-0.35
8	 1.00	 0.30	 0.51-0.94-0.88-0.67-0.38
9	 1.00	 0.39	 0.75-0.95-0.41-0.92-0.44
10	 1.00	 0.31	 0.39-0.31-0.91-0.20-0.80
11	 1.00	 0.36	 0.56-0.74-0.37-0.92-0.26
12	 1.00	 0.33	 0.52-0.71-0.37-0.95-0.20
13	 1.00	 0.32	 0.31-0.41-0.88-0.56-0.77
14	 1.00	 0.31	 0.58-0.23-0.30-0.76-0.57
<-----------ERM-retrain-end----------->
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.50	 0.17	 0.20-0.20-0.20-0.20-0.50
2	 1.50	 0.17	 0.53-0.78-0.20-0.44-0.32
3	 1.50	 0.18	 0.27-0.35-0.48-0.52-0.63
4	 1.50	 0.18	 0.54-0.75-0.36-0.90-0.22
5	 1.50	 0.17	 0.82-0.96-0.39-0.95-0.40
6	 1.50	 0.19	 0.44-0.57-0.67-0.79-0.58
7	 1.50	 0.17	 0.79-0.75-0.28-0.74-0.72
8	 1.50	 0.17	 0.51-0.94-0.88-0.67-0.38
9	 1.50	 0.17	 0.26-0.88-0.84-0.75-0.80
10	 1.50	 0.16	 0.39-0.31-0.91-0.20-0.80
11	 1.50	 0.16	 0.64-0.37-0.99-0.54-0.86
12	 1.50	 0.18	  0.73-0.60-0.41-0.70-0.53
13	 1.50	 0.17	 0.31-0.41-0.88-0.56-0.77
14	 1.50	 0.17	 0.58-0.23-0.30-0.76-0.57
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.45	 0.20-0.20-0.20-0.20-0.50
2	 1.00	 0.48	 0.53-0.78-0.20-0.44-0.32
3	 1.00	 0.52	 0.27-0.35-0.48-0.52-0.63
4	 1.00	 0.48	 0.54-0.75-0.36-0.90-0.22
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.45	 0.20-0.20-0.20-0.20-0.50
5	 1.00	 0.42	 0.82-0.96-0.39-0.95-0.40
6	 1.00	 0.43	 0.44-0.57-0.67-0.79-0.58
7	 1.00	 0.50	 0.79-0.75-0.28-0.74-0.72
8	 1.00	 0.48	 0.51-0.94-0.88-0.67-0.38
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.43	 0.20-0.20-0.20-0.20-0.50
9	 1.00	 0.50	 0.26-0.88-0.84-0.75-0.80
2	 1.00	 0.54	 0.53-0.78-0.20-0.44-0.32
10	 1.00	 0.45	 0.39-0.31-0.91-0.20-0.80
3	 1.00	 0.55	 0.27-0.35-0.48-0.52-0.63
11	 1.00	 0.46	 0.64-0.37-0.99-0.54-0.86
4	 1.00	 0.55	 0.54-0.75-0.36-0.90-0.22
12	 1.00	 0.48	 0.73-0.60-0.41-0.70-0.53
5	 1.00	 0.49	 0.82-0.96-0.39-0.95-0.40
13	 1.00	 0.39	 0.31-0.41-0.88-0.56-0.77
6	 1.00	 0.48	 0.44-0.57-0.67-0.79-0.58
14	 1.00	 0.33	 0.58-0.23-0.30-0.76-0.57
7	 1.00	 0.47	 0.79-0.75-0.28-0.74-0.72
Iter	 Std	 Accu	 p (generalized DoRates)
1	 1.00	 0.29	 0.20-0.20-0.20-0.20-0.50-0.20-0.20-0.20-0.20-0.50
Iter	 Std	 Accu	 p (generalized DoRates)
1	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.59	 0.20-0.20-0.20-0.20-0.50-0.20-0.20-0.20-0.20-0.50
2	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.81	 0.53-0.20-0.44-0.32-0.27-0.35-0.48-0.52-0.63-0.78
3	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.62	 0.54-0.36-0.90-0.22-0.74-0.53-0.65-0.31-0.36-0.75
4	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.64	 0.84-0.45-0.75-0.90-0.92-0.27-0.23-0.34-0.90-0.97
5	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.86	 0.92-0.74-0.86-0.41-0.20-0.71-0.91-0.80-0.43-0.37
Iter	 Std	 Accu	 p (generalized DoRates)
1	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.59	 0.20-0.20-0.20-0.20-0.50-0.20-0.20-0.20-0.20-0.50
2	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.81	 0.53-0.20-0.44-0.32-0.27-0.35-0.48-0.52-0.63-0.78
3	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.62	 0.54-0.36-0.90-0.22-0.74-0.53-0.65-0.31-0.36-0.75
4	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.64	 0.84-0.45-0.75-0.90-0.92-0.27-0.23-0.34-0.90-0.97
5	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.86	 0.92-0.74-0.86-0.41-0.20-0.71-0.91-0.80-0.43-0.37
6	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.69	 0.96-0.73-0.82-0.55-0.33-0.30-0.41-0.23-0.68-0.26
7	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.70	 0.38-0.84-0.48-0.58-0.64-0.56-0.76-0.49-1.00-0.88
8	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.71	 0.59-0.81-0.99-0.82-0.36-0.47-0.30-0.22-0.91-0.77
9	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.50	 0.41-0.70-0.54-0.53-0.59-0.38-0.97-0.46-0.76-0.30
10	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.55	 0.28-0.67-0.57-0.44-0.77-0.31-0.93-0.77-0.95-0.56
11	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.48	 0.61-0.98-0.61-0.45-0.61-0.31-0.43-0.27-0.86-0.41
12	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.69	 0.39-0.57-0.42-0.59-0.56-0.54-0.69-0.43-0.78-0.80
13	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.63	 0.45-0.24-0.55-0.78-0.61-0.35-0.48-0.99-0.43-0.66
14	 ./hardware_noise/I-V_data_25min_AAO_10min_Pb_ED_1h_180C_MAI_memory_8V_2.xlsx	 0.86	 0.99-0.60-0.82-0.40-0.20-0.68-0.75-0.76-0.44-0.48
Iter	 Std	 Accu	 p (generalized DoRates)
1	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.59	 0.20-0.20-0.20-0.20-0.50-0.20-0.20-0.20-0.20-0.50
2	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.81	 0.53-0.20-0.44-0.32-0.27-0.35-0.48-0.52-0.63-0.78
3	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.61	 0.54-0.36-0.90-0.22-0.74-0.53-0.65-0.31-0.36-0.75
4	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.62	 0.84-0.45-0.75-0.90-0.92-0.27-0.23-0.34-0.90-0.97
5	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.85	 0.92-0.74-0.86-0.41-0.20-0.71-0.91-0.80-0.43-0.37
6	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.56	 0.96-0.73-0.82-0.55-0.33-0.30-0.41-0.23-0.68-0.26
7	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.69	 0.38-0.84-0.48-0.58-0.64-0.56-0.76-0.49-1.00-0.88
8	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.67	 0.59-0.81-0.99-0.82-0.36-0.47-0.30-0.22-0.91-0.77
9	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.49	 0.41-0.70-0.54-0.53-0.59-0.38-0.97-0.46-0.76-0.30
10	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.55	 0.28-0.67-0.57-0.44-0.77-0.31-0.93-0.77-0.95-0.56
11	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.46	 0.61-0.98-0.61-0.45-0.61-0.31-0.43-0.27-0.86-0.41
12	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.68	 0.39-0.57-0.42-0.59-0.56-0.54-0.69-0.43-0.78-0.80
13	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.62	 0.45-0.24-0.55-0.78-0.61-0.35-0.48-0.99-0.43-0.66
14	 ./hardware_noise/I-V_data_30min_AAO_5min second etch_15min_Pb_ED_3h_180C_MAI_200nm_Ag_memory_6V.xlsx	 0.86	 0.92-0.55-0.77-0.35-0.20-0.73-0.82-0.85-0.42-0.56
Iter	 Std	 Accu	 p (generalized DoRates)
1	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.59	 0.20-0.20-0.20-0.20-0.50-0.20-0.20-0.20-0.20-0.50
2	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.81	 0.53-0.20-0.44-0.32-0.27-0.35-0.48-0.52-0.63-0.78
3	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.62	 0.54-0.36-0.90-0.22-0.74-0.53-0.65-0.31-0.36-0.75
4	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.65	 0.84-0.45-0.75-0.90-0.92-0.27-0.23-0.34-0.90-0.97
5	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.86	 0.92-0.74-0.86-0.41-0.20-0.71-0.91-0.80-0.43-0.37
6	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.69	 0.96-0.73-0.82-0.55-0.33-0.30-0.41-0.23-0.68-0.26
7	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.70	 0.38-0.84-0.48-0.58-0.64-0.56-0.76-0.49-1.00-0.88
8	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.71	 0.59-0.81-0.99-0.82-0.36-0.47-0.30-0.22-0.91-0.77
9	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.50	 0.41-0.70-0.54-0.53-0.59-0.38-0.97-0.46-0.76-0.30
10	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.55	 0.28-0.67-0.57-0.44-0.77-0.31-0.93-0.77-0.95-0.56
11	 ./hardware_noise/hardware_data/I-V_data_0.7um_length_200nm_diameter_NA_third_etch_10min_Pb_ED_1h_180C_MAI_no_100nm_Ag_memory_1V_carbon_paste.xlsx	 0.48	 0.61-0.98-0.61-0.45-0.61-0.31-0.43-0.27-0.86-0.41
